277,812,522
278,216,33
279,304,679
280,784,879
281,474,903
282,669,693
283,262,501
284,200,810
285,770,589
286,741,36
287,758,388
288,915,163
289,308,224
290,557,179
291,384,826
292,809,858
293,779,199
294,275,84
295,503,660
296,606,473
297,357,626
298,288,529
299,694,586
300,367,710
301,640,124
302,250,541
303,408,364
304,317,254
305,722,20
306,905,643
307,219,831
308,6,546
309,41,915
310,87,935
311,718,570
312,398,740
313,558,775
314,977,351
315,460,553
316,721,575
317,970,749
318,780,96
319,213,211
320,505,430
321,297,353
322,838,877
323,424,143
324,86,376
325,756,223
326,722,764
327,879,196
328,626,943
329,622,927
330,324,358
331,496,475
332,257,877
333,514,607
334,134,452
335,683,49
336,600,703
337,260,616
338,875,776
339,261,779
340,20,645
341,950,40
342,742,262
343,3,794
344,596,550
345,605,818
346,62,194
347,763,111
348,170,368
349,586,666
350,779,899
351,600,868
352,210,795
353,700,245
354,399,627
355,389,630
356,533,561
357,889,70
358,77,408
359,129,347
360,107,413
361,56,773
362,199,52
363,341,61
364,60,174
365,183,935
366,328,724
367,160,240
368,865,942
369,743,340
370,632,618
371,36,947
372,641,767
373,104,404
374,666,841
375,774,53
376,164,97
377,574,633
378,225,420
379,670,64
380,752,947
381,413,608
382,262,738
383,761,541
384,925,264
385,159,56
386,181,796
387,537,483
388,106,595
389,669,6
390,883,290
391,275,420
392,853,365
393,926,673
394,994,140
395,433,246
396,72,370
397,972,751
398,602,216
399,801,846
400,73,62
401,760,718
402,201,295
403,474,473
404,411,571
405,305,697
406,23,806
407,198,62
408,193,177
409,303,254
410,451,149
411,674,261
412,607,17
413,89,360
414,378,467
415,736,307
416,524,517
417,673,404
418,476,72
419,49,655
420,391,559
421,215,874
422,174,438
423,296,424
424,629,90
425,885,718
426,569,123
427,191,85
428,629,497
429,805,202
430,251,51
431,638,582
432,309,435
433,700,503
434,102,79
435,232,958
436,658,311
437,593,263
438,824,285
439,487,743
440,665,329
441,373,8
442,989,457
443,215,510
444,267,312
445,749,463
446,155,334
447,531,136
448,658,901
449,112,341
450,838,233
451,752,590
452,586,943
453,789,483
454,116,793
455,687,794
456,998,547
457,363,628
458,108,504
459,821,725
460,130,164
461,966,828
462,881,746
463,5,609
464,21,441
465,651,793
466,548,20
467,364,603
468,629,257
469,328,289
470,191,362
471,10,327
472,73,908
473,598,892
474,827,383
475,960,942
476,720,423
477,632,161
478,960,295
479,142,408
480,390,110
481,652,312
482,412,320
483,382,236
484,442,894
485,393,822
486,226,79
487,491,509
488,975,383
489,647,281
490,474,634
491,644,479
492,850,945
493,659,318
494,749,657
495,509,940
496,211,599
497,379,541
498,351,434
499,845,714
500,69,756
501,830,378
502,685,859
503,231,906
504,485,165
505,283,28
506,737,591
507,824,257
508,367,576
509,875,430
510,855,526
511,643,866
512,669,94
513,799,338
514,943,262
515,2,435
516,147,753
517,429,455
518,795,227
519,911,100
520,2,498
521,653,243
522,957,906
523,981,814
524,213,704
525,616,61
526,191,446
527,865,263
528,638,152
529,768,208
530,257,667
531,514,561
532,281,942
533,719,789
534,807,411
535,260,120
536,680,339
537,485,132
538,245,203
539,677,451
540,841,720
541,116,331
542,166,698
543,86,204
544,156,867
545,126,768
546,718,717
547,127,908
548,898,155
549,228,372
550,491,803
551,609,736
552,860,286
553,399,297
554,176,536
555,741,467
556,904,535
557,258,334
558,96,356
559,649,62
560,281,302
561,76,1
562,56,557
563,607,711
564,704,382
565,111,107
566,339,921
567,757,530
568,301,867
569,4,361
570,332,253
571,908,441
572,463,781
573,4,335
574,963,625
575,678,586
576,702,244
577,78,863
578,785,136
579,686,727
580,983,8
581,230,75
582,988,480
583,928,92
584,997,665
585,549,741
586,933,620
587,216,736
588,564,402
589,479,861
590,160,755
591,157,390
592,405,728
593,94,231
594,639,730
595,351,757
596,928,641
597,815,33
598,195,834
599,526,30
600,425,668
601,211,561
602,491,186
603,78,862
604,622,98
605,364,149
606,523,834
607,589,311
608,356,454
609,776,533
610,419,872
611,868,800
612,909,920
613,336,860
614,40,602
615,599,289
616,73,411
617,103,646
618,826,937
619,449,361
620,948,486
621,476,56
622,638,823
623,822,659
624,288,565
625,721,140
626,634,138
627,975,229
628,418,631
629,881,416
630,724,873
631,534,373
632,493,647
633,993,697
634,56,311
635,938,32
636,546,472
637,173,615
638,60,714
639,58,444
640,822,527
641,679,334
642,259,340
643,283,606
644,930,803
645,797,912
646,749,234
647,714,907
648,971,342
649,119,823
650,384,762
651,333,312
652,438,753
653,770,164
654,194,913
655,921,741
656,198,669
657,634,165
658,195,177
659,908,793
660,350,561
661,556,35
662,360,821
663,777,709
664,286,633
665,735,673
666,754,164
667,245,90
668,169,633
669,480,302
670,72,756
671,785,366
672,835,167
673,537,445
674,547,666
675,939,288
676,38,1
677,342,605
678,246,250
679,452,217
680,571,64
681,383,213
682,694,692
683,736,678
684,465,859
685,385,340
686,994,699
687,7,256
688,86,343
689,959,166
690,54,660
691,1,560
692,611,730
693,160,738
694,160,669
695,385,836
696,248,136
697,271,763
698,315,530
699,240,165
700,325,94
701,764,567
702,494,274
703,243,554
704,889,373
705,935,128
706,264,96
707,21,627
708,200,331
709,813,337
710,502,101
711,24,247
712,736,490
713,820,180
714,884,632
715,294,17
716,125,883
717,542,75
718,571,844
719,902,384
720,324,548
721,443,95
722,732,618
723,537,118
724,898,316
725,172,401
726,16,4
727,123,500
728,521,745
729,364,242
730,500,473
731,89,666
732,108,573
733,556,413
734,129,430
735,368,42
736,36,899
737,659,356
738,638,651
739,207,341
740,485,405
741,938,45
742,242,757
743,345,150
744,114,558
745,655,839
746,288,111
747,188,370
748,278,32
749,844,176
750,330,207
751,303,427
752,592,363
753,505,433
754,923,284
755,546,426
756,673,885
757,225,692
758,155,120
759,763,824
760,579,288
761,650,378
762,114,122
763,737,690
764,60,275
765,275,621
766,195,192
767,644,136
768,564,427
769,975,842
770,507,899
771,324,750
772,723,299
773,587,25
774,788,545
775,662,488
776,748,846
777,775,123
778,510,468
779,967,598
780,286,775
781,680,61
782,456,214
783,962,297
784,371,548
785,16,134
786,167,772
787,939,372
788,325,869
789,797,756
790,553,342
791,776,742
792,812,149
793,260,235
794,166,594
795,860,933
796,791,704
797,895,566
798,806,202
799,330,463
800,344,346
801,504,577
802,31,576
803,70,368
804,530,675
805,399,128
806,440,138
807,57,263
808,35,771
809,83,623
810,55,591
811,512,950
812,65,153
813,488,377
814,910,722
815,742,816
816,186,243
817,243,400
818,92,960
819,123,160
820,417,663
821,589,446
822,414,778
823,490,171
824,830,482
825,340,444
826,430,176
827,375,307
828,928,829
829,747,936
830,279,565
831,542,601
832,807,795
833,792,614
834,89,806
835,49,527
836,434,752
837,976,721
838,785,206
839,595,270
840,907,896
841,970,704
842,935,179
843,804,307
844,707,73
845,979,785
846,974,733
847,112,183
848,894,748
849,278,441
850,962,53
851,86,42
852,403,123
853,859,52
854,673,181
855,151,136
856,664,62
857,503,154
858,798,92
859,76,497
860,501,174
861,814,756
862,960,184
863,707,937
864,807,877
865,766,315
866,345,798
867,350,763
868,724,837
869,540,721
870,69,787
871,765,620
872,616,5
873,792,215
874,110,757
875,920,851
876,302,78
877,196,519
878,946,766
879,763,206
880,433,372
881,796,439
882,196,740
883,765,299
884,257,646
885,173,279
886,478,504
887,232,758
888,343,209
889,944,690
890,429,845
891,669,170
892,446,449
893,118,608
894,204,757
895,594,620
896,363,902
897,214,315
898,35,500
899,46,5
900,484,717
901,228,793
902,503,337
903,423,868
904,471,899
905,291,130
906,686,598
907,383,241
908,419,509
909,452,518
910,213,164
911,739,451
912,492,76
913,660,486
914,618,612
915,743,934
916,572,623
917,973,468
918,262,687
919,985,349
920,275,677
921,471,239
922,273,263
923,261,260
924,460,172
925,39,80
926,260,894
927,986,930
928,950,384
929,451,214
930,100,612
931,849,902
932,842,803
933,888,745
934,354,45
935,674,893
936,506,130
937,400,176
938,21,126
939,814,354
940,367,231
941,534,831
942,919,679
943,836,565
944,911,229
945,439,897
946,460,762
947,494,243
948,882,810
949,838,128
950,513,237
951,390,891
952,349,560
953,206,579
954,819,886
955,894,399
956,93,178
957,795,886
958,813,795
959,5,896
960,941,482
961,573,129
962,352,190
963,485,163
964,527,788
965,123,704
966,844,421
967,573,449
968,127,948
969,379,955
970,613,807
971,966,593
972,381,800
973,419,178
974,20,651
975,439,933
976,608,840
977,518,747
978,197,187
979,931,826
980,865,209
981,914,173
982,971,735
983,840,840
984,408,364
985,334,319
986,262,344
987,988,431
988,403,362
989,123,407
990,266,323
991,963,944
992,164,534
993,991,32
994,522,687
995,580,483
996,1000,822
997,839,770
998,740,613
999,800,308
1000,123,66
